title,released,developer,publisher,genres,rating,user score,ratings_count,platforms
EVERQUEST THE SHADOWS OF LUCLIN,2001-12-02,SONY ONLINE ENTERTAINMENT,SONY ONLINE ENTERTAINMENT,MMORPG,RATED T FOR TEEN,6.2,6,PC
GROUND CONTROL DARK CONSPIRACY,2000-12-14,HIGH VOLTAGE SOFTWARE,SIERRA ENTERTAINMENT,REAL-TIME STRATEGY,RATED T FOR TEEN,6.7,6,PC
WARHAMMER 40000 BATTLESECTOR,2021-07-15,BLACK LAB GAMES,SLITHERINE,TURN-BASED TACTICS,,7.6,34,PC
ROBIN HOOD THE LEGEND OF SHERWOOD,2002-11-14,SPELLBOUND,STRATEGY FIRST,REAL-TIME STRATEGY,RATED T FOR TEEN,8.5,121,PC
HUNTER THE RECKONING REDEEMER,2003-10-28,HIGH VOLTAGE SOFTWARE,VU GAMES,3D BEAT-'EM-UP,RATED M FOR MATURE,0.0,0,XBOX
TRINE 2 COMPLETE STORY,2013-11-15,"FROZENBYTE, INC.","FROZENBYTE, INC.",2D PLATFORMER,RATED E +10 FOR EVERYONE +10,7.6,365,PLAYSTATION 4
ZWEI THE ARGES ADVENTURE,2018-01-24,FALCOM,XSEED GAMES,ACTION RPG,,8.0,7,PC
EMPIRE EARTH II THE ART OF SUPREMACY,2006-02-14,MAD DOC SOFTWARE,SIERRA ENTERTAINMENT,REAL-TIME STRATEGY,RATED T FOR TEEN,6.5,8,PC
WWE SURVIVOR SERIES,2004-10-12,NATSUME,THQ,WRESTLING,RATED T FOR TEEN,0.0,0,GAME BOY ADVANCE
CRUIS'N  EXOTICA,2000-10-16,GRATUITOUS GAMES,MIDWAY,AUTO RACING,RATED E FOR EVERYONE,6.3,15,NINTENDO 64
REPUBLIQUE EPISODE 2  METAMORPHOSIS,2014-05-02,"CAMOUFLAJ, LLC","CAMOUFLAJ, LLC",LINEAR ACTION ADVENTURE,,6.9,12,IOS (IPHONE/IPAD)
OVERBOARD!,2021-06-02,INKLE,INKLE,ADVENTURE,RATED T FOR TEEN,8.3,14,PC
MARIO TENNIS ULTRA SMASH,2015-11-20,CAMELOT SOFTWARE PLANNING,NINTENDO,TENNIS,RATED E FOR EVERYONE,5.2,196,WII U
POKEMON Y,2013-10-12,GAME FREAK,NINTENDO,TRAINER RPG,RATED E FOR EVERYONE,7.5,1492,3DS
ROCKET LEAGUE SIDESWIPE,2021-11-29,PSYONIX,PSYONIX,SOCCER,,8.2,23,IOS (IPHONE/IPAD)
NCAA FOOTBALL 11,2010-07-13,EA TIBURON,ELECTRONIC ARTS,FOOTBALL SIM,RATED E FOR EVERYONE,7.5,31,PLAYSTATION 2
SOULCALIBUR LEGENDS,2007-11-20,NAMCO BANDAI GAMES,NAMCO BANDAI GAMES,ACTION ADVENTURE,RATED T FOR TEEN,4.8,18,WII
WING ISLAND,2007-03-20,CAPRODUCTION,HUDSON,AIRCRAFT SIM,RATED E FOR EVERYONE,0.0,0,WII
ROTASTIC,2011-09-21,DANCING DOTS,FOCUS HOME INTERACTIVE,PUZZLE,RATED T FOR TEEN,0.0,0,XBOX 360
I DOESN'T EXIST  A MODERN TEXT ADVENTURE,2023-10-05,LUAL GAMES KIG,DREADXP,TEXT ADVENTURE,,5.2,9,PC
NBA 2K PLAYGROUNDS 2,2018-10-16,SABER INTERACTIVE,2K GAMES,BASKETBALL,RATED E FOR EVERYONE,5.3,43,NINTENDO SWITCH
101IN1 SPORTS PARTY MEGAMIX,2011-01-13,NORDCURRENT,ATLUS,SPORTS,RATED E +10 FOR EVERYONE +10,0.0,0,WII
SUPER MARIO ADVANCE 4 SUPER MARIO BROS 3,2003-10-21,NINTENDO,NINTENDO,2D PLATFORMER,RATED E FOR EVERYONE,9.0,381,GAME BOY ADVANCE
ALIAS,2004-04-07,ACCLAIM STUDIOS CHELTENHAM,ACCLAIM,ACTION ADVENTURE,RATED T FOR TEEN,0.0,0,PLAYSTATION 2
EARLY BIRD,2011-08-25,"BOOYAH, INC.","BOOYAH, INC.",ACTION,,0.0,0,IOS (IPHONE/IPAD)
TAPPER WORLD TOUR,2011-03-16,WARNER BROS. INTERACTIVE ENTERTAINMENT,WARNER BROS. INTERACTIVE ENTERTAINMENT,ARCADE,,0.0,0,IOS (IPHONE/IPAD)
MATT HAZARD BLOOD BATH AND BEYOND,2010-01-06,VICIOUS CYCLE,D3PUBLISHER,VERTICAL SHOOT-'EM-UP,RATED M FOR MATURE,7.0,0,XBOX 360
TOTAL WAR WARHAMMER III,2022-02-17,CREATIVE ASSEMBLY,SEGA,REAL-TIME TACTICS,RATED T FOR TEEN,5.2,388,PC
AVICII INVECTOR ENCORE EDITION,2020-09-08,WIRED PRODUCTIONS,WIRED PRODUCTIONS,RHYTHM,RATED T FOR TEEN,8.0,8,NINTENDO SWITCH
NBA 2K16,2015-09-25,VISUAL CONCEPTS,2K SPORTS,BASKETBALL SIM,RATED E +10 FOR EVERYONE +10,6.7,472,PLAYSTATION 4
THE KING OF FIGHTERS 0203,2005-02-08,SNK PLAYMORE,SNK PLAYMORE,COMPILATION,RATED T FOR TEEN,7.8,9,PLAYSTATION 2
SUPER SMASH BROS FOR NINTENDO 3DS  WII U,2014-11-21,BANDAI NAMCO GAMES,NINTENDO,2D FIGHTING,RATED E +10 FOR EVERYONE +10,8.9,2178,3DS
PUZZLE AGENT,2010-06-30,TELLTALE GAMES,TELLTALE GAMES,PUZZLE,,7.0,82,WII
BATTLESTAR GALACTICA DEADLOCK,2017-08-31,BLACK LAB GAMES,SLITHERINE,4X STRATEGY,,7.2,22,PC
GUNFIGHTER THE LEGEND OF JESSE JAMES,2001-11-30,REBELLION,UBISOFT,LIGHT GUN,RATED T FOR TEEN,5.5,0,PLAYSTATION
BORDERLANDS LEGENDS,2012-10-31,GEARBOX SOFTWARE,2K GAMES,TACTICAL THIRD PERSON SHOOTER,,4.3,7,IOS (IPHONE/IPAD)
PINBALL FX,2007-04-25,ZEN STUDIOS,MICROSOFT GAME STUDIOS,PINBALL,RATED E FOR EVERYONE,8.7,6,XBOX 360
TEAM FORTRESS 2,2007-10-10,VALVE SOFTWARE,VALVE SOFTWARE,TACTICAL FPS,RATED M FOR MATURE,8.6,4379,PC
PRUNE,2015-07-23,JOEL MCDONALD,JOEL MCDONALD,ACTION,,5.2,45,IOS (IPHONE/IPAD)
POKEMON PLATINUM VERSION,2009-03-22,GAME FREAK,NINTENDO,TRAINER RPG,RATED E FOR EVERYONE,8.9,1088,DS
BET ON SOLDIER BLOOD SPORT,2005-09-26,KYLOTONN,DIGITAL JESTERS,FPS,RATED M FOR MATURE,5.3,10,PC
IRONCAST,2017-08-10,DREADBIT,RIPSTONE,MATCHING PUZZLE,RATED E +10 FOR EVERYONE +10,8.0,20,PC
NEXAGON DEATHMATCH,2003-07-23,STRATEGY FIRST,STRATEGY FIRST,REAL-TIME STRATEGY,RATED T FOR TEEN,0.0,0,PC
DRAGON QUEST XI S ECHOES OF AN ELUSIVE AGE  DEFINITIVE EDITION,2019-09-27,SQUARE ENIX,NINTENDO,JRPG,RATED T FOR TEEN,8.6,806,NINTENDO SWITCH
LAIR,2007-08-30,FACTOR 5,SCEA,ACTION ADVENTURE,RATED T FOR TEEN,6.1,64,PLAYSTATION 3
HARVEST MOON DS GRAND BAZAAR,2010-08-24,MARVELOUS ENTERTAINMENT,NATSUME,TYCOON,RATED E FOR EVERYONE,7.8,13,DS
STREET FIGHTER EX3,2000-10-16,ARIKA,CAPCOM,2D FIGHTING,RATED T FOR TEEN,5.8,16,PLAYSTATION 2
NASCAR KART RACING,2009-02-10,ELECTRONIC ARTS,ELECTRONIC ARTS,ARCADE RACING,RATED E FOR EVERYONE,0.0,0,WII
CARTO,2020-10-27,SUNHEAD GAMES,HUMBLE GAMES,ADVENTURE,RATED E FOR EVERYONE,7.1,30,PC
WARCRAFT III REIGN OF CHAOS,2002-07-03,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,REAL-TIME STRATEGY,RATED T FOR TEEN,9.2,2461,PC
ADVENTURE TIME EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,2013-11-19,WAYFORWARD,D3PUBLISHER,ACTION ADVENTURE,RATED E +10 FOR EVERYONE +10,4.0,20,XBOX 360
SONIC ADVENTURE 2,2002-02-11,SONIC TEAM,SEGA,3D PLATFORMER,RATED E FOR EVERYONE,8.4,366,DREAMCAST
POKEMON VIOLET,2022-11-18,GAME FREAK,NINTENDO,TRAINER RPG,RATED E FOR EVERYONE,4.1,2202,NINTENDO SWITCH
PRINCE OF PERSIA THE TWO THRONES,2005-12-01,UBISOFT,UBISOFT,LINEAR ACTION ADVENTURE,RATED M FOR MATURE,7.5,42,XBOX
SONIC & KNUCKLES,2009-09-09,SONIC TEAM,SEGA,2D PLATFORMER,RATED E FOR EVERYONE,8.7,60,XBOX 360
MAHOKENSHI,2023-01-24,GAMESOURCESTUDIO,ICEBERG INTERACTIVE,TURN-BASED TACTICS,,5.4,8,PC
PICKLOCK,2020-11-26,NO GRAVITY GAMES,NO GRAVITY GAMES,ACTION ADVENTURE,RATED T FOR TEEN,0.0,0,PC
TO THE MOON,2011-11-01,FREEBIRD GAMES,FREEBIRD GAMES,ADVENTURE,,8.9,1529,PC
NFL HEAD COACH 09,2008-09-03,EA TIBURON,ELECTRONIC ARTS,FOOTBALL SIM,RATED E FOR EVERYONE,5.2,5,XBOX 360
LUNAR RACER,2011-12-01,NOODLECAKE STUDIOS,NOODLECAKE STUDIOS,FUTURE RACING,,0.0,0,IOS (IPHONE/IPAD)
TEST DRIVE FERRARI RACING LEGENDS,2012-07-03,SLIGHTLY MAD STUDIOS,ROMBAX GAMES,AUTO RACING SIM,RATED E FOR EVERYONE,5.5,28,XBOX 360
HAVE A NICE DEATH,2023-03-22,MAGIC DESIGN STUDIOS,GEARBOX PUBLISHING,2D PLATFORMER,,7.7,46,PC
FEATHER,2019-04-05,SAMURAI PUNK,SAMURAI PUNK,AIRCRAFT SIM,RATED E FOR EVERYONE,6.0,7,PC
LINKIN PARK 8BIT REBELLION!,2010-04-26,ARTIFICIAL LIFE,ARTIFICIAL LIFE,ADVENTURE,,6.3,7,IOS (IPHONE/IPAD)
BUZZ! MASTER QUIZ,2008-09-23,RELENTLESS SOFTWARE,SCEA,TRIVIA,RATED E +10 FOR EVERYONE +10,0.0,0,PSP
ZEN PINBALL 2 THE WALKING DEAD,2014-08-26,ZEN STUDIOS,ZEN STUDIOS,PINBALL,RATED E +10 FOR EVERYONE +10,6.0,19,PC
SMASH COURT TENNIS 3,2008-08-19,BANDAI NAMCO GAMES,ATARI SA,TENNIS,RATED E FOR EVERYONE,0.0,0,PSP
MORTAL SHELL,2020-08-18,COLD SYMMETRY,PLAYSTACK,ACTION RPG,RATED M FOR MATURE,6.3,456,PC
DEPTH,2014-11-03,DIGITAL CONFECTIONERS,DIGITAL CONFECTIONERS,FPS,,7.7,128,PC
NATSUKI CHRONICLES,2021-02-18,QUTE,RISING STAR GAMES,HORIZONTAL SHOOT-'EM-UP,,6.5,6,XBOX ONE
GT ADVANCE 3 PRO CONCEPT RACING,2003-02-06,MTO,THQ,AUTO RACING SIM,RATED E FOR EVERYONE,0.0,0,GAME BOY ADVANCE
SHIN MEGAMI TENSEI IV,2013-07-16,ATLUS,ATLUS,JRPG,RATED M FOR MATURE,7.2,637,3DS
MARVEL SUPER HERO SQUAD THE INFINITY GAUNTLET,2010-11-16,THQ,THQ,ACTION,RATED E +10 FOR EVERYONE +10,7.0,9,XBOX 360
SWAT TARGET LIBERTY,2007-10-16,3G STUDIOS,SIERRA ENTERTAINMENT,THIRD PERSON SHOOTER,RATED T FOR TEEN,6.2,5,PSP
EMERGENCY HEROES,2008-05-27,UBISOFT BARCELONA,UBISOFT,AUTO RACING,RATED E +10 FOR EVERYONE +10,5.5,13,WII
DAVE MIRRA FREESTYLE BMX MAXIMUM REMIX,2001-05-21,"Z-AXIS, LTD.",ACCLAIM,BIKING,RATED E FOR EVERYONE,5.7,6,PLAYSTATION
ZOMBIE DRIVER ULTIMATE EDITION,2019-07-25,EXOR STUDIOS,EXOR STUDIOS,VEHICLE COMBAT SIM,RATED M FOR MATURE,0.0,0,NINTENDO SWITCH
VROOM IN THE NIGHT SKY,2017-04-05,POISOFT,POISOFT,BIKING,RATED E FOR EVERYONE,3.2,111,NINTENDO SWITCH
MOTOGP 2010,2010-08-12,I-PLAY,I-PLAY,AUTO RACING SIM,,0.0,0,IOS (IPHONE/IPAD)
RIGS MECHANIZED COMBAT LEAGUE,2016-10-13,GUERILLA CAMBRIDGE,SONY INTERACTIVE ENTERTAINMENT,VEHICLE COMBAT SIM,RATED T FOR TEEN,7.6,126,PLAYSTATION 4
REBEL GALAXY OUTLAW,2019-08-13,DOUBLE DAMAGE GAMES,DOUBLE DAMAGE GAMES,OPEN-WORLD ACTION,,5.4,123,NINTENDO SWITCH
LE TOUR DE FRANCE 2013  100TH EDITION,2014-07-04,CYANIDE,FOCUS HOME INTERACTIVE,BIKING,,5.9,14,XBOX 360
SAINTS ROW 2 ULTOR EXPOSED,2009-04-23,VOLITION INC.,THQ,OPEN-WORLD ACTION,RATED M FOR MATURE,6.2,5,PLAYSTATION 3
SOLDIER OF FORTUNE PAYBACK,2007-11-13,CAULDRON LTD.,ACTIVISION VALUE,FPS,RATED M FOR MATURE,4.8,12,PC
CALL OF DUTY BLACK OPS III,2015-11-06,TREYARCH,ACTIVISION,FPS,RATED M FOR MATURE,5.4,2989,XBOX ONE
ALAN WAKE THE WRITER,2010-10-12,REMEDY ENTERTAINMENT,MICROSOFT GAME STUDIOS,SURVIVAL,RATED T FOR TEEN,7.3,82,XBOX 360
PLAGUE INC,2012-05-26,NDEMIC CREATIONS,NDEMIC CREATIONS,SIMULATION,,7.4,83,IOS (IPHONE/IPAD)
DORAEMON STORY OF SEASONS,2019-10-11,BROWNIES,BANDAI NAMCO GAMES,TYCOON,RATED E FOR EVERYONE,7.5,44,NINTENDO SWITCH
LUNAR SILVER STAR STORY,1999-05-28,GAME ARTS,WORKING DESIGNS,JRPG,RATED T FOR TEEN,8.5,56,IOS (IPHONE/IPAD)
ORCS MUST DIE! 2,2012-07-30,ROBOT ENTERTAINMENT,ROBOT ENTERTAINMENT,DEFENSE,RATED T FOR TEEN,7.9,563,PC
AVATAR THE LAST AIRBENDER,2006-11-13,AWE GAMES,THQ,ACTION ADVENTURE,RATED E +10 FOR EVERYONE +10,6.9,7,XBOX
THE SIMS 4 HORSE RANCH,2023-07-20,MAXIS,ELECTRONIC ARTS,VIRTUAL LIFE,RATED T FOR TEEN,0.0,0,PC
KENGO MASTER OF BUSHIDO,2001-01-03,LIGHT WEIGHT,CRAVE,3D FIGHTING,RATED M FOR MATURE,7.7,7,PLAYSTATION 2
AVATAR THE LAST AIRBENDER  THE BURNING EARTH,2007-11-19,THQ,THQ,ACTION ADVENTURE,RATED E +10 FOR EVERYONE +10,4.0,17,XBOX 360
STAR TREK NEW WORLDS,2000-09-07,14 DEGREES EAST,INTERPLAY,STRATEGY,RATED T FOR TEEN,3.5,0,PC
WORLD TOUR SOCCER 06,2006-06-27,SCEE LONDON STUDIO,SCEA,SOCCER SIM,RATED E FOR EVERYONE,0.0,0,PSP
SOLAR SHIFTER EX,2016-08-26,ELDER GAMES,HEADUP GAMES,VERTICAL SHOOT-'EM-UP,RATED E FOR EVERYONE,3.8,0,XBOX ONE
THE RUMBLE FISH 2,2022-12-07,SUNCREST GAMES,3GOO,2D FIGHTING,RATED T FOR TEEN,4.6,5,NINTENDO SWITCH
POKEMON SWORD,2019-11-15,GAME FREAK,NINTENDO,TRAINER RPG,RATED E FOR EVERYONE,4.7,6037,NINTENDO SWITCH
MAKING HISTORY THE CALM AND THE STORM,2007-03-13,MUZZY LANE SOFTWARE,STRATEGY FIRST,TURN-BASED STRATEGY,RATED E FOR EVERYONE,8.0,36,PC
MARIO TENNIS,2000-08-28,CAMELOT SOFTWARE PLANNING,NINTENDO,TENNIS,RATED E FOR EVERYONE,8.7,160,NINTENDO 64
WE HAPPY FEW,2018-08-10,COMPULSION GAMES,GEARBOX PUBLISHING,ACTION ADVENTURE,RATED M FOR MATURE,5.9,238,PC
COFFIN DODGERS,2016-05-03,MILKY TEA STUDIOS,WALES INTERACTIVE,AUTO RACING,RATED T FOR TEEN,4.7,25,PC
TURNING POINT FALL OF LIBERTY,2008-02-26,SPARK UNLIMITED,CODEMASTERS,FPS,RATED T FOR TEEN,4.6,24,XBOX 360
THE WALKING DEAD EPISODE 2  STARVED FOR HELP,2012-06-27,TELLTALE GAMES,TELLTALE GAMES,POINT-AND-CLICK,RATED M FOR MATURE,8.0,194,XBOX 360
ZOMBIU,2012-11-18,UBISOFT MONTPELLIER,UBISOFT,SURVIVAL,RATED M FOR MATURE,7.7,794,PLAYSTATION 4
4PM,2014-07-09,BOJAN BRBORA,4PM GAME,FIRST-PERSON ADVENTURE,,4.1,27,PC
POKEMON QUEST,2018-05-29,GAME FREAK,NINTENDO,ACTION RPG,RATED E FOR EVERYONE,5.9,169,NINTENDO SWITCH
FINAL FANTASY IV PIXEL REMASTER,2021-09-08,TOSE,SQUARE ENIX,JRPG,RATED E +10 FOR EVERYONE +10,7.5,24,IOS (IPHONE/IPAD)
ROCK BAND RIVALS,2016-10-18,HARMONIX MUSIC SYSTEMS,PERFORMANCE DESIGNED PRODUCTS,RHYTHM,RATED T FOR TEEN,6.8,6,PLAYSTATION 4
BORDERLANDS 3 MOXXI'S HEIST OF THE HANDSOME JACKPOT,2019-12-19,GEARBOX SOFTWARE,GEARBOX PUBLISHING,FPS,RATED M FOR MATURE,5.7,82,PLAYSTATION 4
STEEL HORIZON,2007-03-20,CLIMAX STUDIOS,KONAMI,TURN-BASED STRATEGY,RATED E +10 FOR EVERYONE +10,0.0,0,DS
VASARA COLLECTION,2019-08-15,QUBYTE INTERACTIVE,QUBYTE INTERACTIVE,COMPILATION,RATED T FOR TEEN,7.5,12,NINTENDO SWITCH
THE WALKING DEAD THE TELLTALE SERIES  THE FINAL SEASON EPISODE 4 TAKE US BACK,2019-03-26,SKYBOUND GAMES,TELLTALE GAMES,POINT-AND-CLICK,,7.9,105,PLAYSTATION 4
DIVEKICK,2013-08-20,IRON GALAXY STUDIOS,IRON GALAXY STUDIOS,2D FIGHTING,RATED T FOR TEEN,6.9,49,PC
FREEDOM FIGHTERS,2003-10-01,IO INTERACTIVE,EA GAMES,TACTICAL THIRD PERSON SHOOTER,RATED T FOR TEEN,7.7,36,PC
GOLDEN SUN DARK DAWN,2010-11-29,CAMELOT SOFTWARE PLANNING,NINTENDO,JRPG,RATED E +10 FOR EVERYONE +10,8.1,117,DS
SALTSEA CHRONICLES,2023-10-12,DIE GUTE FABRIK,DIE GUTE FABRIK,ADVENTURE,,7.2,13,NINTENDO SWITCH
GALAXY OF PEN & PAPER,2017-07-27,BEHOLD STUDIOS,BEHOLD STUDIOS,TURN-BASED STRATEGY,,7.4,10,PC
ROGUE LEGACY,2013-06-27,CELLAR DOOR GAMES,CELLAR DOOR GAMES,2D PLATFORMER,,7.9,717,PC
MEDAL OF HONOR ABOVE AND BEYOND,2020-12-10,RESPAWN ENTERTAINMENT,ELECTRONIC ARTS,LIGHT GUN,RATED M FOR MATURE,6.4,48,PC
TALES OF ETERNIA,2001-09-10,NAMCO,NAMCO,ACTION RPG,RATED T FOR TEEN,8.3,41,PLAYSTATION
AGRICOLA,2013-06-13,"PLAYDEK, INC.","PLAYDEK, INC.",BOARD,,6.6,5,IOS (IPHONE/IPAD)
THE MARK OF KRI,2002-07-29,SCEA,SCEA,3D BEAT-'EM-UP,RATED M FOR MATURE,6.8,27,PLAYSTATION 2
DANCE OF DEATH DU LAC & FEY,2019-04-05,SALIX GAMES,SALIX GAMES,THIRD-PERSON ADVENTURE,,0.0,0,PC
BLADES OF TIME,2012-03-06,GAIJIN ENTERTAINMENT,KONAMI,3D BEAT-'EM-UP,RATED M FOR MATURE,6.7,34,XBOX 360
THE TEXAS CHAIN SAW MASSACRE,2023-08-18,SUMO NOTTINGHAM,GUN INTERACTIVE,SURVIVAL,,6.6,118,PC
DC'S JUSTICE LEAGUE COSMIC CHAOS,2023-03-10,PHL COLLECTIVE,OUTRIGHT GAMES,OPEN-WORLD ACTION,RATED E +10 FOR EVERYONE +10,0.0,0,PLAYSTATION 5
PIXELJUNK SIDESCROLLER,2011-10-25,Q-GAMES,SCEA,HORIZONTAL SHOOT-'EM-UP,RATED E FOR EVERYONE,7.0,23,PLAYSTATION 3
NASCAR HEAT 5,2020-07-07,704GAMES,MOTORSPORT GAMES,AUTO RACING SIM,RATED E FOR EVERYONE,6.4,17,PLAYSTATION 4
URBAN REIGN,2005-09-13,NAMCO,NAMCO,3D BEAT-'EM-UP,RATED T FOR TEEN,8.6,62,PLAYSTATION 2
DRAGON BALL Z TAIKETSU,2003-11-24,WEBFOOT TECHNOLOGIES,ATARI SA,2D FIGHTING,RATED T FOR TEEN,4.9,16,GAME BOY ADVANCE
RIMWORLD,2018-10-17,LUDEON STUDIOS,LUDEON STUDIOS,REAL-TIME STRATEGY,,8.9,664,PC
AXE IN FACE,2010-09-14,BLUE CARROT GAMES,BLUE CARROT GAMES,ACTION,,0.0,0,IOS (IPHONE/IPAD)
THE COUNCIL  EPISODE 1 THE MAD ONES,2018-03-13,BIG BAD WOLF,FOCUS HOME INTERACTIVE,ADVENTURE,RATED M FOR MATURE,7.5,48,XBOX ONE
SID MEIER'S CIVILIZATION V,2010-09-21,FIRAXIS GAMES,2K GAMES,4X STRATEGY,RATED E +10 FOR EVERYONE +10,8.1,3018,PC
CAPCOM VS SNK,2000-11-09,CAPCOM,CAPCOM,2D FIGHTING,RATED T FOR TEEN,8.1,22,DREAMCAST
THE SIMS 3 UNIVERSITY LIFE,2013-03-05,THE SIMS STUDIO,ELECTRONIC ARTS,VIRTUAL LIFE,RATED T FOR TEEN,7.1,68,PC
COMMANDOS STRIKE FORCE,2006-04-04,PYRO STUDIOS,EIDOS INTERACTIVE,TACTICAL FPS,RATED T FOR TEEN,8.6,5,XBOX
DIPLOMACY,2005-10-04,PARADOX DEVELOPMENT STUDIO,PARADOX INTERACTIVE,BOARD,RATED E FOR EVERYONE,4.6,9,PC
PHANTOM BRAVE,2004-08-31,NIPPON ICHI SOFTWARE,NIS AMERICA,TURN-BASED TACTICS,RATED T FOR TEEN,8.4,20,PLAYSTATION 2
PRO EVOLUTION SOCCER 2018,2017-09-12,KONAMI,KONAMI,SOCCER SIM,RATED E FOR EVERYONE,7.3,375,XBOX ONE
THE LEGEND OF SPYRO A NEW BEGINNING,2006-10-10,KROME STUDIOS,SIERRA ENTERTAINMENT,3D PLATFORMER,RATED E +10 FOR EVERYONE +10,7.0,82,XBOX
FIGHT CRAB,2020-07-29,CALAPPA GAMES,PLAYISM,3D FIGHTING,RATED E +10 FOR EVERYONE +10,7.2,10,NINTENDO SWITCH
VENTURE KID,2019-05-02,SNIKKABO AS,FDG ENTERTAINMENT,2D PLATFORMER,RATED E +10 FOR EVERYONE +10,6.9,10,IOS (IPHONE/IPAD)
FORSPOKEN IN TANTA WE TRUST,2023-05-26,LUMINOUS PRODUCTIONS,SQUARE ENIX,ACTION RPG,,6.9,62,PLAYSTATION 5
STAR FOX 64,1997-07-01,NINTENDO,NINTENDO,RAIL SHOOTER,,8.8,302,NINTENDO 64
DIVINITY II THE DRAGON KNIGHT SAGA,2011-04-12,LARIAN STUDIOS GAMES,ATLUS,COMPILATION,RATED M FOR MATURE,7.9,61,XBOX 360
THE LEGEND OF ZELDA MAJORA'S MASK,2000-10-25,NINTENDO,NINTENDO,OPEN-WORLD ACTION,RATED E FOR EVERYONE,9.1,1714,NINTENDO 64
LA NOIRE REEFER MADNESS,2011-07-12,TEAM BONDI,ROCKSTAR GAMES,OPEN-WORLD ACTION,RATED M FOR MATURE,7.8,8,XBOX 360
BLAZING STAR,2012-07-26,SNK PLAYMORE,SNK PLAYMORE,HORIZONTAL SHOOT-'EM-UP,,0.0,0,NINTENDO SWITCH
SIMCITY DS,2007-06-19,AKI CORP.,ELECTRONIC ARTS,MANAGEMENT,RATED E FOR EVERYONE,5.3,7,DS
SHADOWGUN LEGENDS,2018-03-21,"MADFINGER GAMES, A.S.","MADFINGER GAMES, A.S.",FPS,,8.6,32,IOS (IPHONE/IPAD)
POSTAL REDUX,2016-05-20,RUNNING WITH SCISSORS,RUNNING WITH SCISSORS,TOP-DOWN SHOOT-'EM-UP,RATED M FOR MATURE,7.2,87,PC
THE CHURCH IN THE DARKNESS,2019-08-02,PARANOID PRODUCTIONS,FELLOW TRAVELLER,OPEN-WORLD ACTION,RATED M FOR MATURE,4.5,8,PLAYSTATION 4
THE LEGEND OF ZELDA BREATH OF THE WILD  THE CHAMPION'S BALLAD,2017-12-07,NINTENDO,NINTENDO,OPEN-WORLD ACTION,RATED E +10 FOR EVERYONE +10,8.4,355,NINTENDO SWITCH
SHINSEKAI INTO THE DEPTHS,2020-03-26,CAPCOM,CAPCOM,2D PLATFORMER,RATED E +10 FOR EVERYONE +10,8.3,31,IOS (IPHONE/IPAD)
LONE RUIN,2023-01-12,CUDDLE MONSTER GAMES,SUPER RARE ORIGINALS,TOP-DOWN SHOOT-'EM-UP,RATED E FOR EVERYONE,4.5,8,PC
DARK REIGN 2,2000-06-30,PANDEMIC STUDIOS,ACTIVISION,REAL-TIME STRATEGY,RATED T FOR TEEN,6.5,13,PC
LITTLEBIGPLANET,2008-10-27,MEDIA MOLECULE,SCEA,2D PLATFORMER,RATED E FOR EVERYONE,8.1,1414,PLAYSTATION 3
SHENMUE II,2002-10-29,SEGA AM2,MICROSOFT GAME STUDIOS,OPEN-WORLD ACTION,RATED T FOR TEEN,8.9,150,XBOX
PERIMETER EMPEROR'S TESTAMENT,2006-09-04,K-D LAB,PARADOX INTERACTIVE,REAL-TIME STRATEGY,RATED E +10 FOR EVERYONE +10,7.3,7,PC
RIO,2011-04-12,EUROCOM,THQ,PARTY,RATED E +10 FOR EVERYONE +10,7.2,6,DS
BATTLEFIELD 3 CLOSE QUARTERS,2012-06-26,EA DICE,ELECTRONIC ARTS,TACTICAL FPS,RATED M FOR MATURE,5.7,46,XBOX 360
THE WAYLANDERS,2022-02-02,GATO SALVAJE STUDIO,GATO SALVAJE STUDIO,WESTERN RPG,,2.0,11,PC
CROSSFIRE SIERRA SQUAD,2023-08-29,SMILEGATE,SMILEGATE,LIGHT GUN,RATED M FOR MATURE,7.4,15,PC
WEEPING DOLL,2016-10-27,TIANSHE MEDIA,OASIS GAMES,ADVENTURE,RATED T FOR TEEN,2.7,19,PLAYSTATION 4
ARMY MEN SARGE'S HEROES 2,2001-03-22,3DO,3DO,THIRD PERSON SHOOTER,RATED T FOR TEEN,7.0,6,PLAYSTATION 2
GRAVITY RUSH 2,2017-01-20,SCE JAPAN STUDIO,SONY INTERACTIVE ENTERTAINMENT,OPEN-WORLD ACTION,RATED T FOR TEEN,8.0,700,PLAYSTATION 4
SLEEP ATTACK TD,2014-10-23,AYOPA GAMES LLC,AYOPA GAMES LLC,DEFENSE,,6.4,12,IOS (IPHONE/IPAD)
CARTEL TYCOON,2022-07-26,MOON MOOSE,TINYBUILD,TYCOON,,6.5,0,PC
ROCK OF AGES,2011-08-31,ACE TEAM,ATLUS,ACTION,RATED E +10 FOR EVERYONE +10,8.3,22,PLAYSTATION 3
SKULLS OF THE SHOGUN,2013-01-30,17-BIT,MICROSOFT GAME STUDIOS,TURN-BASED TACTICS,RATED T FOR TEEN,8.0,53,XBOX 360
EA SPORTS WRC,2023-11-03,CODEMASTERS,ELECTRONIC ARTS,AUTO RACING SIM,RATED E FOR EVERYONE,6.4,77,PLAYSTATION 5
